,gen,error_type,error,playouts
582,0,mcts_value_error,0.6126458541455438,0.0
587,0,rmse_mcts_value_error,0.7827169693736963,0.0
586,0,rmse_nn_value_error,0.9590622985428046,0.0
585,0,policy_prior_error,1.945984791469574,0.0
584,0,policy_mcts_error,1.889751530957222,0.0
583,0,nn_value_error,0.9198004924862077,0.0
470,1,policy_mcts_error,1.8801970571517945,24139499.99999987
469,1,nn_value_error,1.3269471089855844,48278999.99999974
471,1,policy_prior_error,1.929737238240242,72418499.99999961
468,1,mcts_value_error,0.49988951081908445,96557999.99999948
473,1,rmse_mcts_value_error,0.7070286492208675,120697499.99999934
472,1,rmse_nn_value_error,1.1519319029289814,144836999.99999923
336,2,mcts_value_error,0.3890184614992259,163779758.99999917
337,2,nn_value_error,1.0428867352760378,182722517.9999991
338,2,policy_mcts_error,1.8623921519637108,201665276.99999905
339,2,policy_prior_error,1.9194396852850915,220608035.999999
340,2,rmse_nn_value_error,1.0212182603518396,239550794.99999893
341,2,rmse_mcts_value_error,0.6237134450204084,258493553.99999887
562,3,rmse_nn_value_error,0.9933139348270442,278973835.499999
563,3,rmse_mcts_value_error,0.6097271225266496,299454116.9999991
561,3,policy_prior_error,1.9116124444723128,319934398.4999992
560,3,policy_mcts_error,1.8594471489071847,340414679.99999934
559,3,nn_value_error,0.9866725731215854,360894961.49999946
558,3,mcts_value_error,0.371767163944628,381375242.9999996
214,4,rmse_nn_value_error,0.9662332909456088,403094742.7499994
215,4,rmse_mcts_value_error,0.5928065430890844,424814242.4999992
210,4,mcts_value_error,0.35141959752923047,446533742.24999905
211,4,nn_value_error,0.9336067725315815,468253241.99999887
212,4,policy_mcts_error,1.856332572376728,489972741.7499987
213,4,policy_prior_error,1.9074821922183036,511692241.4999985
17,5,rmse_mcts_value_error,0.5955624603145563,534581767.49999845
16,5,rmse_nn_value_error,0.9631425303964842,557471293.4999983
12,5,mcts_value_error,0.35469464413592744,580360819.4999982
13,5,nn_value_error,0.9276435338585425,603250345.4999981
14,5,policy_mcts_error,1.8540624715685845,626139871.499998
15,5,policy_prior_error,1.9048634299039842,649029397.4999979
53,6,rmse_mcts_value_error,0.5945480399743176,673458674.999998
50,6,policy_mcts_error,1.853876965546608,697887952.4999981
49,6,nn_value_error,0.9188299415054829,722317229.9999982
48,6,mcts_value_error,0.3534873718373028,746746507.4999983
52,6,rmse_nn_value_error,0.9585561754563385,771175784.9999985
51,6,policy_prior_error,1.9031756656050682,795605062.4999986
597,7,policy_prior_error,1.9016432674765587,821638579.4999983
596,7,policy_mcts_error,1.8518674343109132,847672096.4999981
595,7,nn_value_error,0.8867133112578737,873705613.4999979
594,7,mcts_value_error,0.3398846559061818,899739130.4999976
598,7,rmse_nn_value_error,0.941654560472084,925772647.4999974
599,7,rmse_mcts_value_error,0.5829962743501726,951806164.4999971
32,8,policy_mcts_error,1.8518901108264922,977966450.9999971
35,8,rmse_mcts_value_error,0.5815024786938844,1004126737.4999971
34,8,rmse_nn_value_error,0.9267141965529878,1030287023.9999971
33,8,policy_prior_error,1.9013570015192032,1056447310.4999971
31,8,nn_value_error,0.8587992020928498,1082607596.9999971
30,8,mcts_value_error,0.3381451327271314,1108767883.4999971
5,9,rmse_mcts_value_error,0.5791630362435732,1137104881.4999974
4,9,rmse_nn_value_error,0.9294975159523624,1165441879.4999976
3,9,policy_prior_error,1.8995187955975532,1193778877.4999979
2,9,policy_mcts_error,1.8514025659561157,1222115875.499998
1,9,nn_value_error,0.8639656321616123,1250452873.4999983
0,9,mcts_value_error,0.33542982255087456,1278789871.4999986
251,10,rmse_mcts_value_error,0.5746266099320155,1306541928.7499983
246,10,mcts_value_error,0.33019574084196074,1334293985.999998
247,10,nn_value_error,0.8663666998390421,1362046043.2499979
248,10,policy_mcts_error,1.8501266169548034,1389798100.4999976
249,10,policy_prior_error,1.8971076965451241,1417550157.7499974
250,10,rmse_nn_value_error,0.930788214278115,1445302214.9999971
240,11,mcts_value_error,0.3381921944304878,1474202287.4999971
241,11,nn_value_error,0.8111055855212155,1503102359.9999971
245,11,rmse_mcts_value_error,0.5815429428945792,1532002432.4999971
244,11,rmse_nn_value_error,0.9006140047330018,1560902504.9999971
243,11,policy_prior_error,1.8960469146132468,1589802577.4999971
242,11,policy_mcts_error,1.8493488283276558,1618702649.9999971
145,12,nn_value_error,0.8300427023641512,1648783114.4999974
146,12,policy_mcts_error,1.8485482537508011,1678863578.9999976
144,12,mcts_value_error,0.3442750011939187,1708944043.4999979
148,12,rmse_nn_value_error,0.9110667935800049,1739024507.999998
147,12,policy_prior_error,1.8967794652342795,1769104972.4999983
149,12,rmse_mcts_value_error,0.5867495216818832,1799185436.9999986
201,13,policy_prior_error,1.8955027892947196,1829992436.999998
200,13,policy_mcts_error,1.8484550827026367,1860799436.9999976
199,13,nn_value_error,0.8164012126632774,1891606436.9999971
198,13,mcts_value_error,0.33034710869767175,1922413436.9999967
202,13,rmse_nn_value_error,0.9035492309018238,1953220436.9999962
203,13,rmse_mcts_value_error,0.5747583045921753,1984027436.9999957
187,14,nn_value_error,0.8161351165775559,2015206340.2499957
186,14,mcts_value_error,0.3339966841369991,2046385243.4999957
188,14,policy_mcts_error,1.8484564536452293,2077564146.7499957
189,14,policy_prior_error,1.8956045713543892,2108743049.9999957
190,14,rmse_nn_value_error,0.9034019684379462,2139921953.2499957
191,14,rmse_mcts_value_error,0.5779244623106026,2171100856.4999957
118,15,rmse_nn_value_error,0.9031553463654055,2202785024.999996
115,15,nn_value_error,0.8156895796684156,2234469193.4999967
