,gen,error_type,error,playouts
534,69,mcts_value_error,0.22239260541380532,44208682200
538,69,rmse_nn_value_error,0.7298139916490543,44319084000
539,69,rmse_mcts_value_error,0.4715852048292072,44429485800
537,69,policy_prior_error,1.8668005205392837,44539887600
257,70,rmse_mcts_value_error,0.46699938827107546,44631777000
256,70,rmse_nn_value_error,0.7173981297416542,44723666400
255,70,policy_prior_error,1.8656996721744536,44815555800
254,70,policy_mcts_error,1.830966250348091,44907445200
253,70,nn_value_error,0.5146600765568233,44999334600
252,70,mcts_value_error,0.2180884286455587,45091224000
430,71,rmse_nn_value_error,0.7165203928148132,45201792600
429,71,policy_prior_error,1.8636632278442382,45312361200
431,71,rmse_mcts_value_error,0.4620659495920116,45422929800
427,71,nn_value_error,0.5134014733194942,45533498400
426,71,mcts_value_error,0.21350494177236737,45644067000
428,71,policy_mcts_error,1.8312062543869019,45754635600
119,72,rmse_mcts_value_error,0.46387868610422084,45833452800
118,72,rmse_nn_value_error,0.7272878477298186,45912270000
116,72,policy_mcts_error,1.8308231317400931,45991087200
114,72,mcts_value_error,0.21518343542177826,46069904400
117,72,policy_prior_error,1.8629774159073829,46148721600
115,72,nn_value_error,0.5289476134554718,46227538800
95,73,rmse_mcts_value_error,0.4662759995017868,46302959400
94,73,rmse_nn_value_error,0.7419448048058481,46378380000
93,73,policy_prior_error,1.8634284202337266,46453800600
92,73,policy_mcts_error,1.8297993360996245,46529221200
91,73,nn_value_error,0.550482093378388,46604641800
90,73,mcts_value_error,0.21741330771139028,46680062400
644,74,policy_mcts_error,1.8295181670188905,46795804200
643,74,nn_value_error,0.5113054828464785,46911546000
642,74,mcts_value_error,0.21251026457283664,47027287800
645,74,policy_prior_error,1.864680828297138,47143029600
647,74,rmse_mcts_value_error,0.46098835622262374,47258771400
646,74,rmse_nn_value_error,0.7150562794958719,47374513200
467,75,rmse_mcts_value_error,0.47690687079729693,47492334600
466,75,rmse_nn_value_error,0.7293279013894375,47610156000
465,75,policy_prior_error,1.8662067273497582,47727977400
464,75,policy_mcts_error,1.8306629826068879,47845798800
463,75,nn_value_error,0.531919187745121,47963620200
462,75,mcts_value_error,0.22744016341366968,48081441600
221,76,rmse_mcts_value_error,0.46270735034968,48194460600
220,76,rmse_nn_value_error,0.7513995507653611,48307479600
219,76,policy_prior_error,1.8651387236475945,48420498600
218,76,policy_mcts_error,1.8305599159121513,48533517600
217,76,nn_value_error,0.5646012848903865,48646536600
216,76,mcts_value_error,0.2140980920676215,48759555600
405,77,policy_prior_error,1.8646401652812958,48863914200
402,77,mcts_value_error,0.2032756924750176,48968272800
403,77,nn_value_error,0.5211799329880097,49072631400
406,77,rmse_nn_value_error,0.7219279278349119,49176990000
404,77,policy_mcts_error,1.8296682624459266,49281348600
407,77,rmse_mcts_value_error,0.45086105672925175,49385707200
103,78,nn_value_error,0.5204489832839747,49493093400
104,78,policy_mcts_error,1.8302002394795418,49600479600
105,78,policy_prior_error,1.86607153621912,49707865800
102,78,mcts_value_error,0.2212073286666684,49815252000
107,78,rmse_mcts_value_error,0.4703268317528444,49922638200
106,78,rmse_nn_value_error,0.7214215018170548,50030024400
552,79,mcts_value_error,0.22345188314320613,50127755400
557,79,rmse_mcts_value_error,0.47270697386775046,50225486400
553,79,nn_value_error,0.5479474050125399,50323217400
554,79,policy_mcts_error,1.8310919949769975,50420948400
555,79,policy_prior_error,1.8659601930856704,50518679400
556,79,rmse_nn_value_error,0.740234695898902,50616410400
533,80,rmse_mcts_value_error,0.4623784758508079,50719943400
531,80,policy_prior_error,1.8644342464447021,50823476400
530,80,policy_mcts_error,1.8309460020899773,50927009400
529,80,nn_value_error,0.577300559027623,51030542400
528,80,mcts_value_error,0.2137938549301161,51134075400
532,80,rmse_nn_value_error,0.7598029738212552,51237608400
343,81,nn_value_error,0.5383038158813453,51330096600
342,81,mcts_value_error,0.20895981242795889,51422584800
345,81,policy_prior_error,1.864324432694912,51515073000
344,81,policy_mcts_error,1.8298894720554353,51607561200
347,81,rmse_mcts_value_error,0.45712122290258944,51700049400
346,81,rmse_nn_value_error,0.7336919080113569,51792537600
89,82,rmse_mcts_value_error,0.4595922749695428,51909790200
84,82,mcts_value_error,0.21122505921167986,52027042800
85,82,nn_value_error,0.5558434404313207,52144295400
86,82,policy_mcts_error,1.8299647327780724,52261548000
87,82,policy_prior_error,1.8646210570812225,52378800600
88,82,rmse_nn_value_error,0.7455490865337578,52496053200
263,83,rmse_mcts_value_error,0.46987657398410276,52604028000
261,83,policy_prior_error,1.8653288821220397,52712002800
260,83,policy_mcts_error,1.830524804377556,52819977600
259,83,nn_value_error,0.558468247992934,52927952400
258,83,mcts_value_error,0.22078399477903798,53035927200
262,83,rmse_nn_value_error,0.7473073316868596,53143902000
291,84,policy_prior_error,1.8640414822936058,53250809400
290,84,policy_mcts_error,1.8299807550907135,53357716800
289,84,nn_value_error,0.5341354614485636,53464624200
293,84,rmse_mcts_value_error,0.46248834788327026,53571531600
288,84,mcts_value_error,0.21389547192779682,53678439000
292,84,rmse_nn_value_error,0.730845716583578,53785346400
564,85,mcts_value_error,0.217011039279503,53900640600
568,85,rmse_nn_value_error,0.7333053323236639,54015934800
565,85,nn_value_error,0.5377367104143191,54131229000
566,85,policy_mcts_error,1.8301612255334854,54246523200
567,85,policy_prior_error,1.8643774246692657,54361817400
569,85,rmse_mcts_value_error,0.4658444367806736,54477111600
354,86,mcts_value_error,0.22577381547106173,54595152600
356,86,policy_mcts_error,1.830260555768013,54713193600
