USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0 164156 10508 ?        Ss   07:59   0:01 /sbin/init
root           2  0.0  0.0      0     0 ?        S    07:59   0:00 [kthreadd]
root           3  0.0  0.0      0     0 ?        I<   07:59   0:00 [rcu_gp]
root           4  0.0  0.0      0     0 ?        I<   07:59   0:00 [rcu_par_gp]
root           6  0.0  0.0      0     0 ?        I<   07:59   0:00 [kworker/0:0H-events_highpri]
root           8  0.0  0.0      0     0 ?        I<   07:59   0:00 [mm_percpu_wq]
root           9  0.0  0.0      0     0 ?        S    07:59   0:00 [rcu_tasks_rude_]
root          10  0.0  0.0      0     0 ?        S    07:59   0:00 [rcu_tasks_trace]
root          11  0.0  0.0      0     0 ?        S    07:59   0:00 [ksoftirqd/0]
root          12  0.0  0.0      0     0 ?        I    07:59   0:04 [rcu_sched]
root          13  0.0  0.0      0     0 ?        S    07:59   0:00 [migration/0]
root          14  0.0  0.0      0     0 ?        I    07:59   0:00 [kworker/0:1-mm_percpu_wq]
root          15  0.0  0.0      0     0 ?        S    07:59   0:00 [cpuhp/0]
root          16  0.0  0.0      0     0 ?        S    07:59   0:00 [cpuhp/1]
root          17  0.0  0.0      0     0 ?        S    07:59   0:00 [migration/1]
root          18  0.0  0.0      0     0 ?        S    07:59   0:00 [ksoftirqd/1]
root          20  0.0  0.0      0     0 ?        I<   07:59   0:00 [kworker/1:0H-kblockd]
root          21  0.0  0.0      0     0 ?        S    07:59   0:00 [cpuhp/2]
root          22  0.0  0.0      0     0 ?        S    07:59   0:00 [migration/2]
root          23  0.0  0.0      0     0 ?        S    07:59   0:00 [ksoftirqd/2]
root          25  0.0  0.0      0     0 ?        I<   07:59   0:00 [kworker/2:0H-events_highpri]
root          26  0.0  0.0      0     0 ?        S    07:59   0:00 [cpuhp/3]
root          27  0.0  0.0      0     0 ?        S    07:59   0:00 [migration/3]
root          28  0.0  0.0      0     0 ?        S    07:59   0:00 [ksoftirqd/3]
root          30  0.0  0.0      0     0 ?        I<   07:59   0:00 [kworker/3:0H-kblockd]
root          31  0.0  0.0      0     0 ?        S    07:59   0:00 [cpuhp/4]
root          32  0.0  0.0      0     0 ?        S    07:59   0:00 [migration/4]
root          33  0.0  0.0      0     0 ?        S    07:59   0:00 [ksoftirqd/4]
root          35  0.0  0.0      0     0 ?        I<   07:59   0:00 [kworker/4:0H-events_highpri]
root          36  0.0  0.0      0     0 ?        S    07:59   0:00 [cpuhp/5]
root          37  0.0  0.0      0     0 ?        S    07:59   0:00 [migration/5]
root          38  0.0  0.0      0     0 ?        S    07:59   0:00 [ksoftirqd/5]
root          40  0.0  0.0      0     0 ?        I<   07:59   0:00 [kworker/5:0H-events_highpri]
root          41  0.0  0.0      0     0 ?        S    07:59   0:00 [cpuhp/6]
root          42  0.0  0.0      0     0 ?        S    07:59   0:00 [migration/6]
root          43  0.0  0.0      0     0 ?        S    07:59   0:00 [ksoftirqd/6]
root          45  0.0  0.0      0     0 ?        I<   07:59   0:00 [kworker/6:0H-events_highpri]
root          46  0.0  0.0      0     0 ?        S    07:59   0:00 [cpuhp/7]
root          47  0.0  0.0      0     0 ?        S    07:59   0:00 [migration/7]
root          48  0.0  0.0      0     0 ?        S    07:59   0:00 [ksoftirqd/7]
root          50  0.0  0.0      0     0 ?        I<   07:59   0:00 [kworker/7:0H-events_highpri]
root          51  0.0  0.0      0     0 ?        S    07:59   0:00 [cpuhp/8]
root          52  0.0  0.0      0     0 ?        S    07:59   0:00 [migration/8]
root          53  0.0  0.0      0     0 ?        S    07:59   0:00 [ksoftirqd/8]
root          55  0.0  0.0      0     0 ?        I<   07:59   0:00 [kworker/8:0H-kblockd]
root          56  0.0  0.0      0     0 ?        S    07:59   0:00 [cpuhp/9]
root          57  0.0  0.0      0     0 ?        S    07:59   0:00 [migration/9]
root          58  0.0  0.0      0     0 ?        S    07:59   0:00 [ksoftirqd/9]
root          60  0.0  0.0      0     0 ?        I<   07:59   0:00 [kworker/9:0H-kblockd]
root          61  0.0  0.0      0     0 ?        S    07:59   0:00 [cpuhp/10]
root          62  0.0  0.0      0     0 ?        S    07:59   0:00 [migration/10]
root          63  0.0  0.0      0     0 ?        S    07:59   0:00 [ksoftirqd/10]
root          65  0.0  0.0      0     0 ?        I<   07:59   0:00 [kworker/10:0H-events_highpri]
root          66  0.0  0.0      0     0 ?        S    07:59   0:00 [cpuhp/11]
root          67  0.0  0.0      0     0 ?        S    07:59   0:00 [migration/11]
root          68  0.0  0.0      0     0 ?        S    07:59   0:00 [ksoftirqd/11]
root          70  0.0  0.0      0     0 ?        I<   07:59   0:00 [kworker/11:0H-kblockd]
root          83  0.0  0.0      0     0 ?        S    07:59   0:00 [kdevtmpfs]
root          84  0.0  0.0      0     0 ?        I<   07:59   0:00 [netns]
root          85  0.0  0.0      0     0 ?        S    07:59   0:00 [kauditd]
root          86  0.0  0.0      0     0 ?        S    07:59   0:00 [khungtaskd]
root          87  0.0  0.0      0     0 ?        S    07:59   0:00 [oom_reaper]
root          88  0.0  0.0      0     0 ?        I<   07:59   0:00 [writeback]
root          89  0.0  0.0      0     0 ?        S    07:59   0:00 [kcompactd0]
root          90  0.0  0.0      0     0 ?        SN   07:59   0:00 [ksmd]
root          91  0.0  0.0      0     0 ?        SN   07:59   0:02 [khugepaged]
root         110  0.0  0.0      0     0 ?        I<   07:59   0:00 [kintegrityd]
root         111  0.0  0.0      0     0 ?        I<   07:59   0:00 [kblockd]
root         112  0.0  0.0      0     0 ?        I<   07:59   0:00 [blkcg_punt_bio]
root         113  0.0  0.0      0     0 ?        I<   07:59   0:00 [edac-poller]
root         114  0.0  0.0      0     0 ?        I<   07:59   0:00 [devfreq_wq]
